!konkombers	NSE konkombers
!konkomberse	NSM konkombers
!konkombersie	NSED konkombers
!konkombersies	NSMD konkombers
10e_Laan	NEE Tiende_Laan
Graad_9-leerder	NSE graad_9-leerder
Graad_9-leerders	NSM graad_9-leerder
Graad_9-leerling	NSE graad_9-leerling
Graad_9-leerlinge	NSM graad_9-leerling
graffiti-kuns	NSE graffitikuns
gram-kalorie	NSE gramkalorie
gram-kalorieë	NSM gramkalorie
gram-meter	NSE grammeter	NSM grammeter
Grammy-benoeming	NSE Grammybenoeming
Grammy-benoeminge	NSM Grammybenoeming
Grammy-benoemings	NSM Grammybenoeming
gram-sentimeter	NSE gramsentimeter	NSM gramsentimeter
Grand_cru	NSE grand_cru
Grand_Prix-byeenkoms	NSE Grand_Prixbyeenkoms
Grand_Prix-byeenkomste	NSM Grand_Prixbyeenkoms
Grand_Slam-toernooi	NSE Grand_Slamtoernooi
Grand_Slam-toernooie	NSM Grand_Slamtoernooi
Graspan-natuurreservaat	NEE Graspannatuurreservaat
Grassmann-veranderlike	NSE grassmannveranderlike
Grassmann-veranderlikes	NSM grassmannveranderlike
gravis-aksent	NSE gravisaksent
gravis-aksente	NSM gravisaksent
Grens-technikon	NEE Grenstechnikon
grenstipe-persoonlikheidsteuring	NSE grenstipepersoonlikheidsteuring
grenstipe-persoonlikheidsteuringe	NSM grenstipepersoonlikheidsteuring
grenstipe-persoonlikheidsteurings	NSM grenstipepersoonlikheidsteuring
grenstipe-persoonlikheidstoring	NSE grenstipepersoonlikheidstoring
grenstipe-persoonlikheidstoringe	NSM grenstipepersoonlikheidstoring
grenstipe-persoonlikheidstorings	NSM grenstipepersoonlikheidstoring
Grey-kollege	NEE Greykollege
Grieks-Cipries	ASP Grieks-Sipries
Grieks-Cipriese	ASA Grieks-Sipries
Grieks-Ciprioot	NEE Grieks-Siprioot
Grieks-Cipriote	NEM Grieks-Siprioot
Grieks-Ciprioties	ASP Grieks-Siprioties
Grieks-Cipriotiese	ASA Grieks-Siprioties
Griekwa-gemeenskap	NSE Griekwagemeenskap
Griekwa-groep	NSE Griekwagroep
Griekwa-groepe	NSM Griekwagroep
Griekwa-trek	NEE Griekwatrek
griep-epidemie	NSE griepepidemie
griep-epidemies	NSM griepepidemie
groei-inhibeerder	NSE groeiinhibeerder
groei-inhibeerders	NSM groeiinhibeerder
Groen_Revolusie	NEE Groen_Rewolusie
Groenkloof-natuurreservaat	NEE Groenkloofnatuurreservaat
Groenriviermond-vuurtoring	NEE Groenriviermondvuurtoring
groenrugkwêkwêvoël	NSE groenrugkwê-kwêvoël
groenrug-kwêkwêvoël	NSE groenrugkwê-kwêvoël
groenrug-kwê-kwêvoël	NSE groenrugkwê-kwêvoël
groenrugkwêkwêvoëls	NSM groenrugkwê-kwêvoël
groenrug-kwêkwêvoëls	NSM groenrugkwê-kwêvoël
groenrug-kwê-kwêvoëls	NSM groenrugkwê-kwêvoël
groente-stalletjie	NSE groentestalletjie
groente-stalletjies	NSM groentestalletjie
grond-lug-missiel	NSE grond-lugmissiel
grond-lug-missiele	NSM grond-lugmissiel
grond-lug-projektiel	NSE grond-lugprojektiel
grond-lug-projektiele	NSM grond-lugprojektiel
grond-tot-lug-missiel	NSE grond-tot-lugmissiel
grond-tot-lug-missiele	NSM grond-tot-lugmissiel
grondwet-gebaseer	ASP grondwetgebaseer
grondwet-gebaseerde	ASA grondwetgebaseer(d)
Groot_Mere-gebied	NEE Groot_Meregebied
Groot_Namakwaland	NEE Groot-Namakwaland
Groot_Skeur-vallei	NEE Groot_Skeurvallei
Groot_Soenda-eilande	NEE Groot_Soendaeilande
Groot-Antille	NEM Groot_Antille
Groot-Aub	NEE Groot_Aub
Groot-Constantia	NEE Groot_Constantia
Groot-Hantam	NEE Groot_Hantam
Groot-Hartsrivier	NEE Groot_Hartsrivier
grootkaliber-vuurwapen	NSE grootkalibervuurwapen
grootkaliber-vuurwapens	NSM grootkalibervuurwapen
Groot-Karoo-plantegroei	NSE Groot-Karooplantegroei
Groot-Koraalrif	NEE Groot_Koraalrif
grootmaat-lewering	NSE grootmaatlewering
grootmaat-leweringe	NSM grootmaatlewering
grootmaat-lewerings	NSM grootmaatlewering
Groot-Marico	NEE Groot_Marico
grootskub-harder	NSE grootskubharder
grootskub-harders	NSM grootskubharder
Groot-Vetrivier	NEE Groot_Vetrivier
Groot-Vispunt-vuurtoring	NEE Groot-Vispuntvuurtoring
Groot-Visrivier	NEE Groot_Visrivier
Groot-Winterhoekberge	NEM Groot_Winterhoekberge
gru-botsing	NSE grubotsing
gru-botsinge	NSM grubotsing
gru-botsings	NSM grubotsing
gru-ongeluk	NSE gruongeluk
gru-ongelukke	NSM gruongeluk
gru-plaasmoord	NSE gruplaasmoord
gru-plaasmoorde	NSM gruplaasmoord
gru-slagting	NSE gruslagting
gru-voorval	NSE gruvoorval
gru-voorvalle	NSM gruvoorval
gryp-en-spaander-voorval	NSE gryp-en-spaandervoorval
gryp-en-spaander-voorvalle	NSM gryp-en-spaandervoorval
grysrugkwêkwêvoël	NSE grysrugkwê-kwêvoël
grysrug-kwêkwêvoël	NSE grysrugkwê-kwêvoël
grysrug-kwê-kwêvoël	NSE grysrugkwê-kwêvoël
grysrugkwêkwêvoëls	NSM grysrugkwê-kwêvoël
grysrug-kwêkwêvoëls	NSM grysrugkwê-kwêvoël
grysrug-kwê-kwêvoëls	NSM grysrugkwê-kwêvoël
gtonies	ASP chtonies
gtoniese	ASA chtonies
gtonisoterm	NSE chtonisoterm
gtonisoterme	NSM chtonisoterm
gtonofagie	NSE chtonofagie
Guaraní	NEE Guarani
Guggenheim-museum	NEE Guggenheimmuseum
Guguletu	NEE Gugulethu
Guianees	ASP Guyanees	NEE Guyanees
Guianese	ASA Guyanees	NEM Guyanees
guirlande	NSE gierlande
guirlandes	NSM gierlande
Gujarat	NEE Goedjarat
Gujarati	NEE Goedjarati
Gujarati's	NEM Goedjarati
Gujarats	ASP Goedjarats
Gujaratse	ASA Goedjarats
gulden	ASA gulde	NSE gulde
gunsteling-besienswaardighede	NSM gunstelingbesienswaardigheid
gunsteling-besienswaardigheid	NSE gunstelingbesienswaardigheid
gunsteling-besighede	NSM gunstelingbesigheid
gunsteling-besigheid	NSE gunstelingbesigheid
gunsteling-digter	NSE gunstelingdigter
gunsteling-digters	NSM gunstelingdigter
gunsteling-sanger	NSE gunstelingsanger
gunsteling-sangers	NSM gunstelingsanger
Gut_feeling	NSE gut_feeling
gyselware-aanval	NSE gyselwareaanval
gyselware-aanvalle	NSM gyselwareaanval
H.F._Verwoerd-straat	NEE H.F._Verwoerdstraat
haai-aanval	NSE haaiaanval
haai-aanvalle	NSM haaiaanval
haai-aktiwiteit	NSE haaiaktiwiteit
haaie-geveg	NSE haaiegeveg
haai-waarskuwing	NSE haaiwaarskuwing
haai-waarskuwinge	NSM haaiwaarskuwing
haai-waarskuwings	NSM haaiwaarskuwing
haak-en-steek-bos	NSE haak-en-steekbos
haak-en-steek-bosse	NSM haak-en-steekbos
haar-af	ASA haaraf	ASP haaraf	BS haaraf
haar-om	BS haarom
Haars_insiens	BS haars_insiens
haar-trend	NSE haartrend
haar-trends	NSM haartrend
Habeas_corpus	NSE habeas_corpus
Hage_Geingob-stadion	NEE Hage_Geingobstadion
Haggadah	NEE Haggada
Half_en_half	BS half_en_half
Half_om_half	BS half_om_half
half-amptelik	ASP halfamptelik
half-amptelike	ASA halfamptelik
half-edelsteen	NSE halfedelsteen
half-edelstene	NSM halfedelsteen
halfjaar-begrotingshersiening	NSE halfjaarbegrotingshersiening
halfjaar-begrotingshersienings	NSM halfjaarbegrotingshersiening
halfjaar-resultaat	NSE halfjaarresultaat
halfjaar-resultate	NSM halfjaarresultaat
halfmarathon	NSE halfmaraton
halfmarathonne	NSM halfmaraton
halfmarathons	NSM halfmaraton
half-mities	ASP halfmities
half-mitiese	ASA halfmities
halfomhalf	BS half_om_half
half-vokaal	NSE halfvokaal
half-vokale	NSM halfvokaal
half-volwasse	ASA halfvolwasse	ASP halfvolwasse
hall-effek	NSE halleffek
Hall-effek	NSE halleffek
Hallstatt-beskawing	NEE Hallstattbeskawing
halogeen-gloeilamp	NSE halogeengloeilamp
halogeen-gloeilampe	NSM halogeengloeilamp
Hamas-beweging	NEE Hamasbeweging
Hamas-lede	NSM Hamaslid
Hamas-leier	NSE Hamasleier
Hamas-leiers	NSM Hamasleier
Hamas-lid	NSE Hamaslid
Hamba_kahle	W hamba_kahle
ham-en-hoender-gereg	NSE ham-en-hoendergereg
ham-en-hoender-geregte	NSM ham-en-hoendergereg
handeviervoet	BS hande-viervoet
Handgewig-newel	NEE Handgewignewel
hand-om-die-nek-hek	NSE hand-om-die-nekhek
hand-om-die-nek-hekke	NSM hand-om-die-nekhek
hand-uit	ASA handuit	ASP handuit	BS handuit
Hannes_Ontong-straat	NEE Hannes_Ontongstraat
Hans_Dietrich_Genscherstraat	NEE Hans-Dietrich_Genscherstraat
Hans_Dietrich_Genscher-straat	NEE Hans-Dietrich_Genscherstraat
Hans_Pirow-straat	NEE Hans_Pirowstraat
Hans_Strijdom-laan	NEE Hans_Strijdomlaan
Hans_Strijdom-rylaan	NEE Hans_Strijdomrylaan
Hans-Dietrich_Genscher-straat	NEE Hans-Dietrich_Genscherstraat
Hanukkah	NEE Chanoeka
Hapax_legomena	NSM hapax_legomenon
Hapax_legomenon	NSE hapax_legomenon
hapaxlegomena	NSM hapax_legomenon
hapaxlegomenon	NSE hapax_legomenon
hara-kiri	NSE harakiri
hardebaard-politici	NSM hardebaardpolitikus
hardebaard-politikus	NSE hardebaardpolitikus
hardebaard-politikusse	NSM hardebaardpolitikus
hardebaard-staptog	NSE hardebaardstaptog
hardebaard-staptogte	NSM hardebaardstaptog
hardebaard-vermaak	NSE hardebaardvermaak
harderots-ontginning	NSE harderotsontginning
hartbloedvatsiekte	NSE hart-bloedvatsiekte
hartbloedvatsiektes	NSM hart-bloedvatsiekte
hart-long-masjien	NSE hart-longmasjien
hart-long-masjiene	NSM hart-longmasjien
hartseer-tydperk	NSE hartseertydperk
Harvard-universiteit	NEE Harvarduniversiteit
hasie-oor	NSE hasieoor
Hatfield-kampus	NEE Hatfieldkampus
Haute_couture	NSE haute_couture
haut-reliëf	NSE haut-relief
haut-reliëfs	NSM haut-relief
Havenga-brug	NEE Havengabrug
Hawaii	NEE Hawai
Hawaiiër	NEE Hawaiër
Hawaiiërs	NEM Hawaiër
hawe-ontwikkeling	NSE haweontwikkeling
hawe-owerhede	NSM haweowerheid
hawe-owerheid	NSE haweowerheid
HBA	NSE H.B.A.
HDB	NSE H.D.B.
Heavy_metal	NSE heavy_metal
Hede_ten_dae	BS hede_ten_dae
Heden_ten_dae	BS heden_ten_dae
heen-en-terug-reis	NSE heen-en-terugreis
heen-en-terug-reise	NSM heen-en-terugreis
heen-en-terug-vlug	NSE heen-en-terugvlug
heen-en-terug-vlugte	NSM heen-en-terugvlug
heen-en-weer-beweging	NSE heen-en-weerbeweging
heen-en-weer-beweginge	NSM heen-en-weerbeweging
heen-en-weer-bewegings	NSM heen-en-weerbeweging
heen-en-weer-diens	NSE heen-en-weerdiens
heen-en-weer-dienste	NSM heen-en-weerdiens
heen-en-weer-reis	NSE heen-en-weerreis
heen-en-weer-reise	NSM heen-en-weerreis
heen-en-weer-steek	NSE heen-en-weersteek
heen-en-weer-steke	NSM heen-en-weersteek
heksafluorobromaat-anione	NSM heksafluorobromaatanioon
heksafluorobromaat-anioon	NSE heksafluorobromaatanioon
helde-ontvangs	NSE heldeontvangs
helde-ontvangste	NSM heldeontvangs	NSE heldeontvangs
Helen_Joseph-straat	NEE Helen_Josephstraat
Helen_Suzman-boulevard	NEE Helen_Suzmanboulevard
Helen_Suzman-stichting	NEE Helen_Suzmanstichting
helikopter-bystand	NSE helikopterbystand
helium-flits	NSE heliumflits
helium-flitse	NSM heliumflits
helium-fusiereaksie	NSE heliumfusiereaksie
helium-fusiereaksies	NSM heliumfusiereaksie
helium-ontbranding	NSE heliumontbranding
helium-verbranding	NSE heliumverbranding
hellebaardier	NSE hellebardier
hellebaardiers	NSM hellebardier
Helmholtz-Kelvintydskaal	NSE helmholtz-kelvintydskaal
Helmholtz-Kelvin-tydskaal	NSE helmholtz-kelvintydskaal
Helpmekaar-beweging	NEE Helpmekaarbeweging
hel-uit	BS heluit
hematopoëse	NSE hematopoiëse
hematopoiese	NSE hematopoiëse
hemodialise-behandeling	NSE hemodialisebehandeling
hemodialise-behandelinge	NSM hemodialisebehandeling
hemodialise-behandelings	NSM hemodialisebehandeling
hemopoëse	NSE hemopoiëse
hemopoiese	NSE hemopoiëse
hendiadis-gebruik	NSE hendiadisgebruik
Hendrik_Bergh-laan	NEE Hendrik_Berghlaan
Hendrik_Potgieter-straat	NEE Hendrik_Potgieterstraat
Hendrik_Potgieter-weg	NEE Hendrik_Potgieterweg
Hendrik_Schoeman-straat	NEE Hendrik_Schoemanstraat
Hendrik_Verwoerd-dam	NEE Hendrik_Verwoerddam
Hendrik_Verwoerd-park	NEE Hendrik_Verwoerdpark
Hendrik_Verwoerd-rylaan	NEE Hendrik_Verwoerdrylaan
Hendrik_Verwoerd-straat	NEE Hendrik_Verwoerdstraat
Hendrik_Witbooi-rylaan	NEE Hendrik_Witbooirylaan
Hendrik_Witbooi-straat	NEE Hendrik_Witbooistraat
Henegouwe	NEE Henegoue
Henegouwer	NEE Henegouer
Henegouwers	NEM Henegouer
Henegouws	ASP Henegous
Henegouwse	ASA Henegous
hennep-olie	NSE hennepolie
Hennie_Britz-straat	NEE Hennie_Britzstraat
Hepatitis_A	NSE hepatitis_A
Hepatitis_B	NSE hepatitis_B
Hepatitis_C	NSE hepatitis_C
Hepatitis_E	NSE hepatitis_E
Her_en_der	BS her_en_der
Herakleitos	NEE Heraklitos
Herculaneum	NEE Herkulaneum
herculeaans	ASP herkuleaans
herculeaanse	ASA herkuleaans
hercules	NSE herkules
herculesarbeid	NSE herkulesarbeid
herculestaak	NSE herkulestaak
herculies	ASP herkulies
herculiese	ASA herkulies
Herero-gemeenskap	NSE Hererogemeenskap
Herero-gemeenskappe	NSM Hererogemeenskap
herfs-kommandowurm	NSE herfskommandowurm
herfs-kommandowurms	NSM herfskommandowurm
hertoe-eiening	NSE hertoeëiening
Hertzogprys-bekroon	ASP Hertzogprysbekroon
Hertzogprys-bekroonde	ASA Hertzogprysbekroon
Hertzog-regering	NSE Hertzogregering
Hertzsprung-Russelldiagram	NSE hertzsprung-russelldiagram
Hertzsprung-Russell-diagram	NSE hertzsprung-russelldiagram
hetero-normatief	ASP heteronormatief
hetero-normatiewe	ASA heteronormatief
hetero-normatiwiteit	NSE heteronormatiwiteit
heuwel-af	BS heuwelaf
heuwel-op	BS heuwelop
HF_Verwoerdstraat	NEE H.F._Verwoerdstraat
HF_Verwoerd-straat	NEE H.F._Verwoerdstraat
Hic_et_nunc	BS hic_et_nunc
Hic_et_ubique	BS hic_et_ubique
hidronium-ione	NSM hidroniumioon
hidronium-ioon	NSE hidroniumioon
Higgs-boson	NSE higgsboson
Higgs-bosone	NSM higgsboson
Higgs-deeltjie	NSE higgsdeeltjie
Higgs-deeltjies	NSM higgsdeeltjie
Higgs-veld	NSE higgsveld
Higgs-velde	NSM higgsveld
Hilbert-ruimte	NSE hilbertruimte
Hilbert-ruimtes	NSM hilbertruimte
Hildebrand-monument	NEE Hildebrandmonument
Hillbrow-toring	NEE Hillbrowtoring
Hindoe-man	NSE hindoeman
Hindoe-manne	NSM hindoeman
Hindoe-seremonie	NSE hindoeseremonie
Hindoe-seremonies	NSM hindoeseremonie
Hindu-fees	NSE hindoefees
hinkendepinkende	BS hinkende-pinkende
hinkstapsprong	NSE hink-stap-sprong
hinkstapspronge	NSM hink-stap-sprong
hipallage	NSE hipallagee
hipallages	NSM hipallagee
hiper-Afrikaans	ASP Hiperafrikaans	NEE Hiperafrikaans
hiper-Afrikaanse	ASA Hiperafrikaans
hiper-moderniteit	NSE hipermoderniteit
hipertiroïedisme	NSE hipertiroïdisme
hip-hop	NSE hiphop
hip-hopgenre	NSE hiphopgenre
hip-hop-genre	NSE hiphopgenre
hip-hopgenres	NSM hiphopgenre
hip-hop-genres	NSM hiphopgenre
hip-hopgroep	NSE hiphopgroep
hip-hop-groep	NSE hiphopgroep
hip-hopgroepe	NSM hiphopgroep
hip-hop-groepe	NSM hiphopgroep
hip-hopkunstenaar	NSE hiphopkunstenaar
hip-hop-kunstenaar	NSE hiphopkunstenaar
hip-hopkunstenaars	NSM hiphopkunstenaar
hip-hop-kunstenaars	NSM hiphopkunstenaar
hipotese-toetsing	NSE hipotesetoetsing
Hisbolla-beweging	NEE Hisbollabeweging
Ho_Tsji_Minh-stad	NEE Ho_Tsji_Minhstad
Hoba-meteoriet	NEE Hobameteoriet
Hoc_anno	BS hoc_anno
Hoc_loco	BS hoc_loco
Hodgkin-limfome	NSM hodgkinlimfoom
Hodgkin-limfoom	NSE hodgkinlimfoom
Hodgkin-siekte	NSE hodgkinsiekte
Hodotermes_mosambicus	NEE Hodotermes_mossambicus
hoëdefinisie-televisie	NSE hoëdefinisietelevisie
hoëdefinisie-televisies	NSM hoëdefinisietelevisie
hoëdruk-pyp	NSE hoëdrukpyp
hoëdruk-pype	NSM hoëdrukpyp
hoë-energie-fisika	NSE hoë-energiefisika
hoëgehalte-proteïen	NSE hoëgehalteproteïen
hoëgehalte-proteïene	NSM hoëgehalteproteïen
hoëgehalte-proteïne	NSE hoëgehalteproteïne
hoëgehalte-proteïnes	NSM hoëgehalteproteïne
hoëgehalte-publikasie	NSE hoëgehaltepublikasie
hoëgehalte-publikasies	NSM hoëgehaltepublikasie
hoë-impak-botsing	NSE hoë-impakbotsing
hoendervleis-avonture	NSM hoendervleisavontuur
hoendervleis-avontuur	NSE hoendervleisavontuur
hoëoktaan-akteur	NSE hoëoktaanakteur
hoëoktaan-akteurs	NSM hoëoktaanakteur
hoëoktaan-werkywer	NSE hoëoktaanwerkywer
hoëprofiel-hofsaak	NSE hoëprofielhofsaak
hoëprofiel-hofsake	NSM hoëprofielhofsaak
hoëprofiel-politici	NSM hoëprofielpolitikus
hoëprofiel-politikus	NSE hoëprofielpolitikus
hoëprofiel-politikusse	NSM hoëprofielpolitikus
hoëprofiel-regeringsamptenaar	NSE hoëprofielregeringsamptenaar
hoëprofiel-regeringsamptenare	NSM hoëprofielregeringsamptenaar
hoëresolusie-syaftassonarbeeld	NSE hoëresolusiesyaftassonarbeeld
hoëresolusie-syaftassonarbeelde	NSM hoëresolusiesyaftassonarbeeld
hoërisiko-area	NSE hoërisikoarea
hoërisiko-areas	NSM hoërisikoarea
hoërisiko-swangerskap	NSE hoërisikoswangerskap
hoërisiko-swangerskappe	NSM hoërisikoswangerskap
hoërisiko-verloskunde	NSE hoërisikoverloskunde
Hoëronderwys-kwaliteitskomitee	NEE Hoëronderwyskwaliteitskomitee
hoërorde-denke	NSE hoërordedenke
Hoërskool_Carlton_van_Heerden	NEE Hoërskool_Carlton-Van_Heerden
Hoërskool_Carlton_Van_Heerden	NEE Hoërskool_Carlton-Van_Heerden
Hoërskool_Carlton-van_Heerden	NEE Hoërskool_Carlton-Van_Heerden
Hoërskool_DF_Malan	NEE Hoërskool_D.F._Malan
Hoërskool_DF_Malherbe	NEE Hoërskool_D.F._Malherbe
Hoërskool_Eben_Donges	NEE Hoërskool_Eben_Dönges
Hoërskool_JG_Meiring	NEE Hoërskool_J.G._Meiring
Hoërskool_JW_Luckhoff	NEE Hoërskool_J.W._Luckhoff
Hoërskool_Luckhoff	NEE Hoërskool_Lückhoff
Hoërskool_Morester	NEE Hoërskool_Môrester
Hoërskool_PJ_Olivier	NEE Hoërskool_P.J._Olivier
hoërskool-kind	NSE hoërskoolkind
hoërskool-kinders	NSM hoërskoolkind
hoërvlak-eksamen	NSE hoërvlakeksamen
hoërvlak-eksamens	NSM hoërvlakeksamen
hoërvlak-vraestel	NSE hoërvlakvraestel
hoërvlak-vraestelle	NSM hoërvlakvraestel
hoësorg-eenhede	NSM hoësorgeenheid
hoësorg-eenheid	NSE hoësorgeenheid
hoëspoed-elektron	NSE hoëspoedelektron
hoëspoed-elektrone	NSM hoëspoedelektron
hoëspoed-ongeluk	NSE hoëspoedongeluk
hoëspoed-ongelukke	NSM hoëspoedongeluk
hoë-temperatuurtermometer	NSE hoëtemperatuurtermometer
hoë-temperatuurtermometers	NSM hoëtemperatuurtermometer
hoëvlak-bespreking	NSE hoëvlakbespreking
hoëvlak-besprekinge	NSM hoëvlakbespreking
hoëvlak-besprekings	NSM hoëvlakbespreking
hoëvlak-gesant	NSE hoëvlakgesant
hoëvlak-gesante	NSM hoëvlakgesant
hoewe-aanval	NSE hoeweaanval
hoewe-aanvalle	NSM hoeweaanval
hof-aksie	NSE hofaksie
hof-aksies	NSM hofaksie
hol-en-dol-voeë	NSM hol-en-dolvoeg
hol-en-dol-voeg	NSE hol-en-dolvoeg	VTHOG hol-en-dolvoeg
Hollands-opgelei	ASP Hollandsopgelei
Hollands-opgeleid	ASP Hollandsopgeleid
Hollands-opgeleide	ASA Hollandsopgelei
Hollywood-akteur	NSE Hollywoodakteur
Hollywood-akteurs	NSM Hollywoodakteur
Hollywood-film	NSE Hollywoodfilm
Hollywood-films	NSM Hollywoodfilm
Hollywood-legende	NSE Hollywoodlegende
Hollywood-legendes	NSM Hollywoodlegende
Hollywood-ster	NSE Hollywoodster
Hollywood-sterre	NSM Hollywoodster
hologram-boodskap	NSE hologramboodskap
hologram-boodskappe	NSM hologramboodskap
hommeltuig-operateur	NSE hommeltuigoperateur
hommeltuig-operateurs	NSM hommeltuigoperateur
homo_erectus	NEE Homo_erectus
homo_floresiensis	NEE Homo_floresiensis
homo_habilis	NEE Homo_habilis
homo_naledi	NEE Homo_naledi
homo_neanderthalensis	NEE Homo_neanderthalensis
homo_sapiens	NEE Homo_sapiens
homo_sapiens_sapiens	NEE Homo_sapiens_sapiens
homo-erotiek	NSE homoërotiek
Hong_Kong	NEE Hongkong
Hong_Kongs	ASP Hongkongs
Hong_Kongse	ASA Hongkongs
Honoris_causa	BS honoris_causa
HonsBEd	NSE Hons.B.Ed.
HonsBSc	NSE Hons.B.Sc.
hoof-dialekgroep	NSE hoofdialekgroep
hoof-dialekgroepe	NSM hoofdialekgroep
hoof-ondersoeker	NSE hoofondersoeker
hoof-ondersoekers	NSM hoofondersoeker
hoofstroom-ekonomie	NSE hoofstroomekonomie
hoofstroom-media	NSM hoofstroommedia
hoof-veeartsenybeampte	NSE hoofveeartsenybeampte
hoof-veeartsenybeamptes	NSM hoofveeartsenybeampte
hoof-weervoorspeller	NSE hoofweervoorspeller
hoof-weervoorspellers	NSM hoofweervoorspeller
Hoog-Hollands	ASP Hooghollands	NEE Hooghollands
Hoog-Hollandse	ASA Hooghollands
hoog-skolastiek	NSE hoogskolastiek
hookah-payp	NSE hookahpyp
hookah-paype	NSM hookahpyp
hookah-tabak	NVE hookahtabak
hoorsê-getuienis	NSE hoorsêgetuienis
hoorsê-getuienisse	NSM hoorsêgetuienis
Hopf-algebra	NSE hopfalgebra
Hopf-algebras	NSM hopfalgebra
horlosie-agtig	ASP horlosieagtig
horlosie-agtige	ASA horlosieagtig
hormoon-belaai	ASP hormoonbelaai
hormoon-belaaide	ASA hormoonbelaai
Horribile_dictu	BS horribile_dictu
Horribile_visu	BS horribile_visu
Hors_concours	BS hors_concours
Hors_de_combat	BS hors_de_combat
Hors_d'oeuvre	NSE hors_d'oeuvre
Hosea_Kutako-rylaan	NEE Hosea_Kutakorylaan
Hosea_Kutako-weg	NEE Hosea_Kutakoweg
Hosea_Muroro-pad	NEE Hosea_Muroropad
HOSPERSA	NEE Hospersa
Hôtel_de_ville	NSE hôtel_de_ville
Hottentot-stam	NSE Hottentotstam
Hottentot-stamme	NSM Hottentotstam
Hou_en_trou	ASP hou_en_trou
hou-jou-bek-wet	NSE hou-jou-bekwet
hou-jou-bek-wette	NSM hou-jou-bekwet
houri	NSE hoeri
houri's	NSM hoeri
hout-en-sink-huis	NSE hout-en-sinkhuis
hout-en-sink-huise	NSM hout-en-sinkhuis
houtrelief	NSE houtreliëf
houtreliefs	NSM houtreliëf
Hubble-konstante	NSE hubblekonstante
Hubble-ruimteteleskoop	NEE Hubbleruimteteleskoop
Hugenote_Kollege	NEE Hugenotekollege
Hugenote_Universiteitskollege	NEE Hugenote-Universiteitskollege
Hugenote-gedenkmuseum	NEE Hugenotegedenkmuseum
Hugenote-gedenkskool	NEE Hugenotegedenkskool
Hugenote-Gedenkskool	NEE Hugenotegedenkskool
Hugenote-Hoërskool	NEE Hugenote_Hoërskool
Hugenote-kollege	NEE Hugenotekollege
Hugenote-seminarie	NEE Hugenoteseminarie
Hugenote-universiteitskollege	NEE Hugenote-Universiteitskollege
Hugenote-van	NSE Hugenotevan
Hugenote-vanne	NSM Hugenotevan
Huguenet-teater	NEE Huguenetteater
Huidjie_en_muidjie	NSE huidjie_en_muidjie
huistaal-onderwys	NSE huistaalonderwys
huis-toe-gaan-tyd	NSE huis-toe-gaantyd
huis-toe-gaan-tye	NSM huis-toe-gaantyd
huis-tot-huis-verkoop	NSE huis-tot-huisverkoop
huis-tot-huis-verkope	NSM huis-tot-huisverkoop
Huitjie_en_muitjie	NSE huitjie_en_muitjie
hulpbron-pakhuis	NSE hulpbronpakhuis
hulpbron-pakhuise	NSM hulpbronpakhuis
huqqa	NSE hookah
huqqapyp	NSE hookahpyp
huqqa-pyp	NSE hookahpyp
huqqapype	NSM hookahpyp
huqqa-pype	NSM hookahpyp
huqqas	NSM hookah
huqqatabak	NVE hookahtabak
huqqa-tabak	NVE hookahtabak
Hurriet	NEE Hoerriet
Hurriete	NEM Hoerriet
Hurrities	NEE Hoerrities	ASP Hoerrities
Hurritiese	ASA Hoerrities
huwelikseiendom-reëling	NSE huwelikseiendomreëling
huwelikseiendom-reëlings	NSM huwelikseiendomreëling
i.e.	RO id_est
I.K.	NSE IK
I.K.-verskil	NSE IK-verskil
I.K.-verskille	NSM IK-verskil
Ibhayi	NEE iBhayi
Icarus	NEE Ikarus
Icarusvlerke	NSM Ikarusvlerke
Icarusvleuels	NSM Ikarusvleuels
ichtiosourus	NSE igtiosourus
ichtiosourusse	NSM igtiosourus
Id_est	RO id_est
Idasa	NEE IDASA
idee_fixe	NSE idée_fixe
Idee_fixe	NSE idée_fixe
Idée_fixe	NSE idée_fixe
idees_fixes	NSM idée_fixe
Idees_fixes	NSM idée_fixe
Idées_fixes	NSM idée_fixe
identifikasie-databasis	NSE identifikasiedatabasis
identifikasie-databasisse	NSM identifikasiedatabasis
idio-elektries	ASP idioëlektries
idio-elektriese	ASA idioëlektries
iftaar-feesmaal	NSE iftaarfeesmaal
iftaar-feesmale	NSM iftaarfeesmaal
iftaar-maaltyd	NSE iftaarmaaltyd
iftaar-maaltye	NSM iftaarmaaltyd
iftar	VTHOG iftaar
iftarfeesmaal	NSE iftaarfeesmaal
iftar-feesmaal	NSE iftaarfeesmaal
iftarfeesmale	NSM iftaarfeesmaal
iftar-feesmale	NSM iftaarfeesmaal
iftarmaaltyd	NSE iftaarmaaltyd
iftar-maaltyd	NSE iftaarmaaltyd
iftarmaaltye	NSM iftaarmaaltyd
iftar-maaltye	NSM iftaarmaaltyd
